"subject" "activityname" "featJerk" "featMag" "featDomain" "featinstrument" "featvariable" "featacceleration" "axis" "value"
5 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.769777760892857
6 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.858965614912281
7 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.730821319811321
8 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.585338725848704
9 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.909311407777778
10 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.931794846363636
11 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.608310513040425
12 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.778109955737705
13 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.893522068070175
14 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.927462904333333
15 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.774804564150943
16 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.833087832820513
17 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.704661811025641
18 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.758204350684932
19 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.851673657534247
20 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.839751242739726
21 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.698771796820225
22 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.908801326190476
23 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.958063832058824
24 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.784483805942029
25 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.853854051621622
26 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.872876918108108
27 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.804493915075
28 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.69358660675443
29 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.781014509692308
30 "STANDING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.807401536271186
1 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.779048891578947
2 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.984904494576271
3 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.793501697758621
4 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.743685719833333
5 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.7853191725
6 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.874230105087719
7 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.741903964912281
8 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.618940507916667
9 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.736797900192308
10 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.830805004150943
11 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.703253297377966
12 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.9103615654
13 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.911355497894737
14 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.775561383220339
15 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.560668871296296
16 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.906929415098039
17 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.771156723770492
18 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.715293327857143
19 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.830307045076923
20 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.828692873529412
21 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.799096403653846
22 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.864389808478261
23 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.870580751355932
24 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.844401542068966
25 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.861790866621622
26 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.876187312033898
27 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.725563124666667
28 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.705549264074074
29 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.980988601132075
30 "WALKING" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.365895152163077
1 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.810421314081633
2 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.98031006106383
3 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.583786608081633
4 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.740470901111111
5 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.850065246595745
6 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.840630022916667
7 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.72698024893617
8 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.653332894473684
9 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.903273816666667
10 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.818494601842105
11 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.83622211
12 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.835845713695652
13 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.993591490638298
14 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.574954397555556
15 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.647756642380952
16 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.900583700851064
17 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.844016580869565
18 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.855858494181818
19 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.628344925
20 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.802354060222222
21 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.769984545111111
22 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.7797883075
23 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.851769704444444
24 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.837408977272727
25 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.796485158275862
26 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.70191304706
27 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.566066347345455
28 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.814082386956522
29 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.918984863541667
30 "WALKING_DOWNSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.421964073854839
1 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.649084349490566
2 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.81222873
3 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.617382245576271
4 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.841474435192308
5 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.98023483212766
6 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.798093048627451
7 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.802608168627451
8 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.480312748939024
9 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.903332935714286
10 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.743997044255319
11 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.759574635444444
12 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.807495811346154
13 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.923913932181818
14 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.699907527592593
15 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.767345163125
16 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.856048487843137
17 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.921236563958333
18 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.975888312413793
19 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.67553066805
20 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.954212004705882
21 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.740132175
22 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.779274053095238
23 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.851532620980392
24 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.792591167288136
25 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.908604830769231
26 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.6595900894
27 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.670300016039216
28 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.804524921372549
29 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.737053637755102
30 "WALKING_UPSTAIRS" "Jerk" "Magnitude" "Frequence" "Gyroscope" "SD" "Body" "NA" -0.805246692615385
1 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.54761744278
2 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.6089903892625
3 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.667839915806452
4 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.697630176851852
5 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.636041774980769
6 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.706739470350877
7 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.624242893653846
8 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.649688916
9 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.4698701042
10 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.755569077413793
11 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.506063874710526
12 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.968058379833333
13 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.612228292145161
14 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.583787733427451
15 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.674548108611111
16 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.646164834571429
17 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.740424241004225
18 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.642194863846154
19 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.595511545650602
20 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.566494726794118
21 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.673439514333333
22 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.637157081472222
23 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.774630361527778
24 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.568137906416667
25 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.743263583424657
26 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.791474726052632
27 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.818802205663513
28 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.797827354875
29 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.963162134202899
30 "LAYING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.554662437917143
1 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.569121838234042
2 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.404567613
3 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.736958151346154
4 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.7440409598
5 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.614406004068182
6 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.675134001636364
7 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.610864168958333
8 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.610326340347826
9 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.61337298016
10 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.726404117962963
11 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.656550940245283
12 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.877443402352941
13 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.757000783265306
14 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.591883833333333
15 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.683716163389831
16 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.508570780014493
17 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.7263753971875
18 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.689182757894737
19 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.60339119260274
20 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.569358019151515
21 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.866248567282353
22 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.675164911032258
23 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.799018104852941
24 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.595013802117647
25 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.734951242307692
26 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.709121486410256
27 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.373019793957143
28 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.468613528558056
29 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.788342542833333
30 "SITTING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.563042185490323
1 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.261928446773585
2 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.498032902592593
3 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.763202639672131
4 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.77052695625
5 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.693554101035714
6 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.764872059824561
7 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.713503106981132
8 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.562242295222222
9 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.661379203251111
10 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.885638718636364
11 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.523462632595745
12 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.671922447557377
13 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.727167430505263
14 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.858795770666667
15 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.695819848679245
16 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.554336645241538
17 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.50419746124359
18 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.667725574246575
19 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.678116050273973
20 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.727888995342466
21 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.50986052852809
22 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.847041265396825
23 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.918183702794118
24 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.61604382942029
25 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.869680949594595
26 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.768493586621622
27 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.62697549433
28 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.521720099544304
29 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.662193761384615
30 "STANDING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.643730255457627
1 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.572035391282105
2 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.965089118474576
3 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.692551262672414
4 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.676472047166667
5 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.551981201571429
6 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.706306476666667
7 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.649066041754386
8 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.482322688041667
9 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.459371484038462
10 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.695359024339623
11 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.617978706915254
12 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.8623382502
13 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.852332193333333
14 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.536482961732203
15 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.444315023703704
16 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.674071793333333
17 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.665282544885246
18 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.558387385292857
19 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.818834209269231
20 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.571417641268627
21 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.540820220307692
22 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.56996517518913
23 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.723719867966102
24 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.49600394012069
25 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.706207609675676
26 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.740514777762712
27 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.677218373077193
28 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.672520244444444
29 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.94427872245283
30 "WALKING" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.387250749615385
1 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.514696859428571
2 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.944181879361702
3 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.538583396571429
4 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.653639496866667
5 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.692994652978723
6 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.666874595895833
7 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.626331961210638
8 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.554375413994737
9 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.707849129785714
10 "WALKING_DOWNSTAIRS" "NA" "Magnitude" "Time" "Gyroscope" "SD" "Body" "NA" -0.704126667368421
